001AAD	Commscope
001ADB	Commscope
001ADE	Commscope
001B11	D-Link Corporation
001B2F	Netgear
001B52	Commscope
001B9E	Askey Computer Corp
001BBF	Sagemcom Broadband SAS
001BDD	Commscope
001BFC	ASUSTek COMPUTER INC.
001C10	Cisco-Linksys, LLC
001C11	Commscope
001C12	Commscope
001CC1	Commscope
001CC3	Commscope
001CDF	Belkin International Inc.
001CF0	D-Link Corporation
001CFB	Commscope
001D0F	Tp-Link Technologies Co.,Ltd.
001D19	Arcadyan Corporation
001D2E	Ruckus Wireless
001D60	ASUSTek COMPUTER INC.
001D6B	Commscope
001D7E	Cisco-Linksys, LLC
001DBE	Commscope
001DCD	Commscope
001DCE	Commscope
001DCF	Commscope
001DD0	Commscope
001DD1	Commscope
001DD2	Commscope
001DD3	Commscope
001DD4	Commscope
001DD5	Commscope
001DD6	Commscope
001E2A	Netgear
001E46	Commscope
001E58	D-Link Corporation
001E5A	Commscope
001E74	Sagemcom Broadband SAS
001E8C	ASUSTek COMPUTER INC.
001E8D	Commscope
001EA7	Actiontec Electronics, Inc
001EE5	Cisco-Linksys, LLC
001F33	Netgear
001F41	Ruckus Wireless
001F7E	Commscope
001F90	Actiontec Electronics, Inc
001F92	Motorola Solutions Inc.
001F95	Sagemcom Broadband SAS
001FC4	Commscope
001FC6	ASUSTek COMPUTER INC.
002040	Commscope
002075	Motorola Communication Israel
0020E0	Actiontec Electronics, Inc
00211E	Commscope
002127	Tp-Link Technologies Co.,Ltd.
002129	Cisco-Linksys, LLC
002136	Commscope
002143	Commscope
002163	Askey Computer Corp
002180	Commscope
002191	D-Link Corporation
002210	Commscope
002215	ASUSTek COMPUTER INC.
00223F	Netgear
00226B	Cisco-Linksys, LLC
002275	Belkin International Inc.
00227F	Ruckus Wireless
0022B0	D-Link Corporation
0022B4	Commscope
002308	Arcadyan Corporation
00230B	Commscope
002348	Sagemcom Broadband SAS
002354	ASUSTek COMPUTER INC.
002369	Cisco-Linksys, LLC
002374	Commscope
002375	Commscope
002395	Commscope
0023A2	Commscope
0023A3	Commscope
0023AF	Commscope
0023CD	Tp-Link Technologies Co.,Ltd.
0023ED	Commscope
0023EE	Commscope
0023F8	Zyxel Communications Corporation
002401	D-Link Corporation
002437	Motorola - BSG
00246C	Hewlett Packard Enterprise
00247B	Actiontec Electronics, Inc
002482	Ruckus Wireless
00248C	ASUSTek COMPUTER INC.
002492	Motorola, Broadband Solutions Group
002493	Commscope
002495	Commscope
0024A0	Commscope
0024A1	Commscope
0024B2	Netgear
0024C1	Commscope
0024D2	Askey Computer Corp
002569	Sagemcom Broadband SAS
002586	Tp-Link Technologies Co.,Ltd.
00259C	Cisco-Linksys, LLC
0025C4	Ruckus Wireless
0025F1	Commscope
0025F2	Commscope
002618	ASUSTek COMPUTER INC.
002636	Commscope
002641	Commscope
002642	Commscope
00264D	Arcadyan Corporation
00265A	D-Link Corporation
002662	Actiontec Electronics, Inc
002691	Sagemcom Broadband SAS
0026B6	Askey Computer Corp
0026B8	Actiontec Electronics, Inc
0026BA	Commscope
0026D9	Commscope
0026F2	Netgear
002719	Tp-Link Technologies Co.,Ltd.
002722	Ubiquiti Inc
0030BD	Belkin Components
003192	TP-Link Systems Inc
003358	Ruckus Wireless
003676	Commscope
0037B7	Sagemcom Broadband SAS
004020	CommScope Inc
004028	Netcomm Limited
004E35	Hewlett Packard Enterprise
005094	Commscope
0050BA	D-Link Corporation
0050E3	Commscope
005F67	TP-Link Systems Inc
00604C	Sagemcom Broadband SAS
006064	Netcomm Limited
006201	Motorola Mobility LLC, a Lenovo Company
007147	Amazon Technologies Inc.
007263	Netis Technology Co., Ltd.
00789E	Sagemcom Broadband SAS
007F28	Actiontec Electronics, Inc
0080C8	D-Link Systems, Inc.
008621	Amazon Technologies Inc.
0089C9	Extreme Networks, Inc.
008EF2	Netgear
009096	Askey Computer Corp
00909C	Commscope
009EC8	Xiaomi Communications Co Ltd
00A0BF	Wireless Data Group Motorola
00A0C5	Zyxel Communications Corporation
00ACE0	Commscope
00AD24	D-Link International
00B81D	Extreme Networks, Inc.
00B8B6	Motorola Mobility LLC, a Lenovo Company
00BB3A	Amazon Technologies Inc.
00BC2F	Actiontec Electronics Inc.
00C002	Sercomm Corporation.
00C30A	Xiaomi Communications Co Ltd
00C84E	Hewlett Packard Enterprise
00CB51	Sagemcom Broadband SAS
00D037	Commscope
00D088	Commscope
00D0AC	Commscope, Inc
00DCB2	Extreme Networks, Inc.
00E00C	Motorola
00E018	ASUSTek COMPUTER INC.
00E02B	Extreme Networks, Inc.
00E06F	Commscope
00E60E	Extreme Networks, Inc.
00E63A	Ruckus Wireless
00EBD8	Mercusys Technologies Co., Ltd.
00EC0A	Xiaomi Communications Co Ltd
00F361	Amazon Technologies Inc.
00F620	Google, Inc.
00F8CC	Sagemcom Broadband SAS
00FADE	Motorola Mobility LLC, a Lenovo Company
00FC8B	Amazon Technologies Inc.
00FD45	Hewlett Packard Enterprise
04006E	Google, Inc.
0401A1	Fortinet, Inc.
040973	Hewlett Packard Enterprise
040986	Arcadyan Corporation
040F66	TP-Link Systems Inc.
04106B	Xiaomi Communications Co Ltd
0418D6	Ubiquiti Inc
0434F6	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
04421A	ASUSTek COMPUTER INC.
044E5A	Commscope
044FAA	Ruckus Wireless
045EA4	Netis Technology Co., Ltd.
046761	Beijing Xiaomi Mobile Software Co., Ltd
047056	Arcadyan Corporation
047A0B	Beijing Xiaomi Electronics Co., Ltd.
048D38	Netis Technology Co., Ltd.
049226	ASUSTek COMPUTER INC.
0495E6	Tenda Technology Co.,Ltd.Dongguan branch
04A151	Netgear
04A222	Arcadyan Corporation
04AE47	Beijing Xiaomi Mobile Software Co., Ltd
04B167	Xiaomi Communications Co Ltd
04BAD6	D-Link Corporation
04BD88	Hewlett Packard Enterprise
04BF6D	Zyxel Communications Corporation
04C807	Xiaomi Communications Co Ltd
04C845	TP-Link Systems Inc.
04C8B0	Google, Inc.
04CF8C	XIAOMI Electronics,CO.,LTD
04D13A	Xiaomi Communications Co Ltd
04D395	Motorola Mobility LLC, a Lenovo Company
04D4C4	ASUSTek COMPUTER INC.
04D590	Fortinet, Inc.
04D9F5	ASUSTek COMPUTER INC.
04E31A	Sagemcom Broadband SAS
04E598	Xiaomi Communications Co Ltd
04F41C	Routerboard.com
04F9F8	Tp-Link Technologies Co.,Ltd.
08028E	Netgear
0812A5	Amazon Technologies Inc.
081814	Hewlett Packard Enterprise
081C6E	Xiaomi Communications Co Ltd
081F71	Tp-Link Technologies Co.,Ltd.
082525	Xiaomi Communications Co Ltd
082697	Zyxel Communications Corporation
0827A8	Arcadyan Corporation
0833ED	Askey Computer Corp
0836C9	Netgear
0838E6	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
083E0C	Commscope
083E5D	Sagemcom Broadband SAS
083F21	Motorola Mobility LLC, a Lenovo Company
0840F3	Tenda Technology Co.,Ltd.Dongguan branch
0851F2	Sagemcom Broadband SAS
085531	Routerboard.com
085700	Tp-Link Technologies Co.,Ltd.
0857FB	Amazon Technologies Inc.
085A11	D-Link International
085B0E	Fortinet, Inc.
08606E	ASUSTek COMPUTER INC.
086266	ASUSTek COMPUTER INC.
086A0A	Askey Computer Corp
086AE5	Amazon Technologies Inc.
087B0F	Amazon Technologies Inc.
087B12	Sagemcom Broadband SAS
087C39	Amazon Technologies Inc.
08849D	Amazon Technologies Inc.
08863B	Belkin International Inc.
088AF1	Mercusys Technologies Co., Ltd.
088BC8	Google, Inc.
089115	Amazon Technologies Inc.
0891A3	Amazon Technologies Inc.
089536	Actiontec Electronics Inc.
089734	Hewlett Packard Enterprise
089E08	Google, Inc.
08A6BC	Amazon Technologies Inc.
08AA55	Motorola Mobility LLC, a Lenovo Company
08B055	Askey Computer Corp
08B339	Xiaomi Communications Co Ltd
08B4B1	Google, Inc.
08BD43	Netgear
08BFB8	ASUSTek COMPUTER INC.
08C224	Amazon Technologies Inc.
08CC27	Motorola Mobility LLC, a Lenovo Company
08D59D	Sagemcom Broadband SAS
08EA44	Extreme Networks, Inc.
08F1EA	Hewlett Packard Enterprise
0C07DF	Xiaomi Communications Co Ltd
0C0E76	D-Link International
0C1C31	Mercusys Technologies Co., Ltd.
0C1DAF	Xiaomi Communications Co Ltd
0C43F9	Amazon Technologies Inc.
0C47C9	Amazon Technologies Inc.
0C4B54	Tp-Link Technologies Co.,Ltd.
0C6127	Actiontec Electronics, Inc
0C7165	Motorola Mobility LLC, a Lenovo Company
0C722C	Tp-Link Technologies Co.,Ltd.
0C7329	Sercomm Corporation.
0C7DB0	Motorola Mobility LLC, a Lenovo Company
0C7FB2	Commscope
0C8063	Tp-Link Technologies Co.,Ltd.
0C8268	Tp-Link Technologies Co.,Ltd.
0C8509	Shen Zhen Tenda Technology Co.,Ltd
0C8E29	Arcadyan Corporation
0C975F	Hewlett Packard Enterprise
0C9838	Xiaomi Communications Co Ltd
0C9B78	Extreme Networks, Inc.
0C9D92	ASUSTek COMPUTER INC.
0CAC8A	Sagemcom Broadband SAS
0CB6D2	D-Link International
0CB771	Commscope
0CBC35	Netis Technology Co., Ltd.
0CC413	Google, Inc.
0CC6FD	Xiaomi Communications Co Ltd
0CCB85	Motorola Mobility LLC, a Lenovo Company
0CDC91	Amazon Technologies Inc.
0CEA14	Ubiquiti Inc
0CEAC9	Commscope
0CEC8D	Motorola Mobility LLC, a Lenovo Company
0CED71	Extreme Networks, Inc.
0CEDC8	Xiaomi Communications Co Ltd
0CEE99	Amazon Technologies Inc.
0CEF15	TP-Link Systems Inc.
0CF346	Xiaomi Communications Co Ltd
0CF4D5	Ruckus Wireless
0CF893	Commscope
1005B1	Commscope
100645	Sagemcom Broadband SAS
1009F9	Amazon Technologies Inc.
100C6B	Netgear
100D7F	Netgear
101D6E	Hewlett Packard Enterprise
1027F5	TP-Link Systems Inc
102AB3	Xiaomi Communications Co Ltd
102B1C	Motorola Mobility LLC, a Lenovo Company
102BAA	Sagemcom Broadband SAS
103F44	Xiaomi Communications Co Ltd
104F58	Hewlett Packard Enterprise
105072	Sercomm Corporation.
105611	Commscope
105A95	TP-Link Systems Inc.
105F06	Actiontec Electronics, Inc
1062EB	D-Link International
1071B3	Zyxel Communications Corporation
10746F	Motorola Solutions Malaysia Sdn. Bhd.
10785B	Actiontec Electronics, Inc
107B44	ASUSTek COMPUTER INC.
107BEF	Zyxel Communications Corporation
107C61	ASUSTek COMPUTER INC.
10868C	Commscope
109397	Commscope
109693	Amazon Technologies Inc.
109FA9	Actiontec Electronics, Inc
10AE60	Amazon Technologies Inc.
10BEF5	D-Link International
10BF48	ASUSTek COMPUTER INC.
10BF67	Amazon Technologies Inc.
10C197	Xiaomi Communications Co Ltd
10C37B	ASUSTek COMPUTER INC.
10C5FA	Zyxel Communications Corporation
10CE02	Amazon Technologies Inc.
10D7B0	Sagemcom Broadband SAS
10D9A2	Google, Inc.
10DA43	Netgear
10E177	Commscope
10F068	Ruckus Wireless
10FEED	Tp-Link Technologies Co.,Ltd.
1402EC	Hewlett Packard Enterprise
140589	Motorola Mobility LLC, a Lenovo Company
140AC5	Amazon Technologies Inc.
141AA3	Motorola Mobility LLC, a Lenovo Company
14223B	Google, Inc.
142E5E	Sercomm Corporation.
1430C6	Motorola Mobility LLC, a Lenovo Company
143375	Zyxel Communications Corporation
14360E	Zyxel Communications Corporation
1438FA	Motorola Mobility LLC, a Lenovo Company
1449D4	Xiaomi Communications Co Ltd
1459C0	Netgear
145BD1	Commscope
147590	Tp-Link Technologies Co.,Ltd.
147649	Hewlett Packard Enterprise
147D05	Sercomm Philippines Inc
147E19	Hewlett Packard Enterprise
148692	Tp-Link Technologies Co.,Ltd.
14907A	Beijing Xiaomi Mobile Software Co., Ltd
149138	Amazon Technologies Inc.
149182	Belkin International Inc.
14993E	Xiaomi Communications Co Ltd
14ABEC	Hewlett Packard Enterprise
14ABF0	Commscope
14C03E	Commscope
14C14E	Google, Inc.
14C7C4	Zyxel Communications Corporation
14CC20	Tp-Link Technologies Co.,Ltd.
14CF92	Tp-Link Technologies Co.,Ltd.
14CFE2	Commscope
14D4FE	Commscope
14D64D	D-Link International
14D864	Tp-Link Technologies Co.,Ltd.
14D881	Beijing Xiaomi Mobile Software Co., Ltd
14DAE9	ASUSTek COMPUTER INC.
14DDA9	ASUSTek COMPUTER INC.
14E6E4	Tp-Link Technologies Co.,Ltd.
14EBB6	TP-Link Systems Inc
14F65A	Xiaomi Communications Co Ltd
1801F1	Xiaomi Communications Co Ltd
180B1B	Amazon Technologies Inc.
180C7A	Sagemcom Broadband SAS
180F76	D-Link International
181BEB	Actiontec Electronics, Inc
181E78	Sagemcom Broadband SAS
1820D5	Commscope
1831BF	ASUSTek COMPUTER INC.
1835D1	Commscope
1848BE	Amazon Technologies Inc.
1849F8	Extreme Networks, Inc.
184B0D	Ruckus Wireless
185880	Arcadyan Corporation
185936	Xiaomi Communications Co Ltd
185F27	Motorola Mobility LLC, a Lenovo Company
186041	Arcadyan Corporation
18622C	Sagemcom Broadband SAS
186472	Hewlett Packard Enterprise
186945	TP-Link Systems Inc.
186A81	Sagemcom Broadband SAS
18742E	Amazon Technologies Inc.
187A3B	Hewlett Packard Enterprise
187C0B	Ruckus Wireless
18828C	Arcadyan Corporation
1883BF	Arcadyan Corporation
188740	Xiaomi Communications Co Ltd
1890D8	Sagemcom Broadband SAS
189C27	Commscope
18A5FF	Arcadyan Corporation
18A6F7	Tp-Link Technologies Co.,Ltd.
18B81F	Commscope
18D3CF	Hewlett Packard Enterprise
18D6C7	Tp-Link Technologies Co.,Ltd.
18E829	Ubiquiti Inc
18EFC0	Sercomm Japan Corporation
18F0E4	Xiaomi Communications Co Ltd
18F145	NetComm Wireless Limited
18F22C	Tp-Link Technologies Co.,Ltd.
18FD74	Routerboard.com
1C0B8B	Ubiquiti Inc
1C12B0	Amazon Technologies Inc.
1C1448	Commscope
1C1B68	Commscope
1C24CD	Askey Computer Corp
1C2575	Xiaomi Communications Co Ltd
1C28AF	Hewlett Packard Enterprise
1C2AB0	Beijing Xiaomi Electronics Co.,Ltd
1C2D60	Extreme Networks, Inc.
1C3003	Hewlett Packard Enterprise
1C3A60	Ruckus Wireless
1C3BF3	Tp-Link Technologies Co.,Ltd.
1C4419	Tp-Link Technologies Co.,Ltd.
1C4D66	Amazon Technologies Inc.
1C53F9	Google, Inc.
1C56FE	Motorola Mobility LLC, a Lenovo Company
1C5F2B	D-Link International
1C61B4	TP-Link Systems Inc
1C64F0	Motorola Mobility LLC, a Lenovo Company
1C6A1B	Ubiquiti Inc
1C740D	Zyxel Communications Corporation
1C7EE5	D-Link International
1C872C	ASUSTek COMPUTER INC.
1C8BEF	Beijing Xiaomi Electronics Co.,Ltd
1C937C	Commscope
1C93C4	Amazon Technologies Inc.
1C984B	Extreme Networks, Inc.
1C98EC	Hewlett Packard Enterprise
1CAFF7	D-Link International
1CB044	Askey Computer Corp
1CB72C	ASUSTek COMPUTER INC.
1CB9C4	Ruckus Wireless
1CBDB9	D-Link International
1CC63C	Arcadyan Corporation
1CCCD6	Xiaomi Communications Co Ltd
1CD11A	Fortinet, Inc.
1CE4DD	Technicolor (China) Technology Co., Ltd.
1CEAAC	Beijing Xiaomi Mobile Software Co., Ltd
1CF29A	Google, Inc.
1CF43F	Arcadyan Corporation
1CFA68	Tp-Link Technologies Co.,Ltd.
1CFE2B	Amazon Technologies Inc.
200CC8	Netgear
2010B1	Amazon Technologies Inc.
201F3B	Google, Inc.
202351	TP-Link Systems Inc
2025CC	Xiaomi Communications Co Ltd
203389	Google, Inc.
203462	Xiaomi Communications Co Ltd
2034FB	Xiaomi Communications Co Ltd
203543	Sagemcom Broadband SAS
203626	TP-Link Systems Inc
2036D0	Motorola Mobility LLC, a Lenovo Company
2037F0	Arcadyan Corporation
203B34	Xiaomi Communications Co Ltd
203D66	Commscope
2047B5	Sagemcom Broadband SAS
2047DA	Xiaomi Communications Co Ltd
204C03	Hewlett Packard Enterprise
204E7F	Netgear
205869	Ruckus Wireless
20677C	Hewlett Packard Enterprise
206BE7	Tp-Link Technologies Co.,Ltd.
206C8A	Extreme Networks, Inc.
2072A9	Beijing Xiaomi Electronics Co.,Ltd
207355	Commscope
207600	Actiontec Electronics, Inc
2082C0	Xiaomi Communications Co Ltd
209952	Xiaomi Communications Co Ltd
209A7D	Sagemcom Broadband SAS
209CB4	Hewlett Packard Enterprise
209EF7	Extreme Networks, Inc.
20A171	Amazon Technologies Inc.
20A60C	Xiaomi Communications Co Ltd
20A6CD	Hewlett Packard Enterprise
20AA4B	Cisco-Linksys, LLC
20AB53	Motorola Mobility LLC, a Lenovo Company
20B82B	Sagemcom Broadband SAS
20B868	Motorola Mobility LLC, a Lenovo Company
20BEB8	Amazon Technologies Inc.
20CF30	ASUSTek COMPUTER INC.
20DCE6	Tp-Link Technologies Co.,Ltd.
20DFB9	Google, Inc.
20E15D	TP-Link Systems Inc.
20E52A	Netgear
20E564	Commscope
20F094	Google, Inc.
20F19E	Commscope
20F375	Commscope
20F478	Xiaomi Communications Co Ltd
20FE00	Amazon Technologies Inc.
240588	Google, Inc.
240A63	Commscope
241145	Xiaomi Communications Co Ltd
241FBD	Extreme Networks, Inc.
2420C7	Sagemcom Broadband SAS
242934	Google, Inc.
242FD0	TP-Link Systems Inc
2446C8	Motorola Mobility LLC, a Lenovo Company
244750	Sagemcom Broadband SAS
244BFE	ASUSTek COMPUTER INC.
244CE3	Amazon Technologies Inc.
244ECD	Sagemcom Broadband SAS
245A4C	Ubiquiti Inc
245A5F	Tp-Link Technologies Co.,Ltd.
2462CE	Hewlett Packard Enterprise
246477	Beijing Xiaomi Mobile Software Co., Ltd
246968	Tp-Link Technologies Co.,Ltd.
24792A	Ruckus Wireless
247F20	Sagemcom Broadband SAS
248185	Extreme Networks, Inc.
2494CB	Commscope
24952F	Google, Inc.
24A186	Commscope
24A43C	Ubiquiti Inc
24B5B9	Motorola Mobility LLC, a Lenovo Company
24C9A1	Ruckus Wireless
24CE33	Amazon Technologies Inc.
24CF24	Beijing Xiaomi Mobile Software Co., Ltd
24D337	Xiaomi Communications Co Ltd
24D53B	Motorola Mobility LLC, a Lenovo Company
24DA9B	Motorola Mobility LLC, a Lenovo Company
24DEC6	Hewlett Packard Enterprise
24E50F	Google, Inc.
24EC99	Askey Computer Corp
24F27F	Hewlett Packard Enterprise
24F5A2	Belkin International Inc.
28107B	D-Link International
2812D0	Motorola Mobility LLC, a Lenovo Company
28167F	Xiaomi Communications Co Ltd
2824C9	Amazon Technologies Inc.
28285D	Zyxel Communications Corporation
282CB2	Tp-Link Technologies Co.,Ltd.
283B82	D-Link International
285923	Xiaomi Communications Co Ltd
286C07	XIAOMI Electronics,CO.,LTD
28704E	Ubiquiti Inc
2873F6	Amazon Technologies Inc.
287AEE	Commscope
288088	Netgear
2887BA	TP-Link Systems Inc
289104	TP-Link Systems Inc.
289401	Netgear
289EFC	Sagemcom Broadband SAS
28B371	Ruckus Wireless
28BD89	Google, Inc.
28C68E	Netgear
28C87A	Commscope
28D127	Beijing Xiaomi Mobile Software Co., Ltd
28DE65	Hewlett Packard Enterprise
28E31F	Xiaomi Communications Co Ltd
28EE52	Tp-Link Technologies Co.,Ltd.
28EF01	Amazon Technologies Inc.
28F5D1	Commscope
2C00AB	Commscope
2C0823	Sercomm France Sarl
2C0B97	Xiaomi Communications Co Ltd
2C0DCF	Xiaomi Communications Co Ltd
2C195C	Beijing Xiaomi Mobile Software Co., Ltd
2C1DB8	Commscope
2C2B86	Sagemcom Broadband SAS
2C301A	Technicolor CH USA Inc for Telus
2C3033	Netgear
2C3996	Sagemcom Broadband SAS
2C4D54	ASUSTek COMPUTER INC.
2C56DC	ASUSTek COMPUTER INC.
2C584F	Commscope
2C5917	Arcadyan Corporation
2C5D93	Ruckus Wireless
2C71FF	Amazon Technologies Inc.
2C79BE	Tp-Link Technologies Co.,Ltd.
2C79D7	Sagemcom Broadband SAS
2C7E81	Commscope
2C93FB	Sercomm France Sarl
2C9569	Commscope
2C9924	Commscope
2C9E5F	Commscope
2CA17D	Commscope
2CAB46	Ruckus Wireless
2CB05D	Netgear
2CC5D3	Ruckus Wireless
2CC81B	Routerboard.com
2CD066	Xiaomi Communications Co Ltd
2CE412	Sagemcom Broadband SAS
2CE5BD	Ubiquiti Inc
2CE6CC	Ruckus Wireless
2CEADC	Askey Computer Corp
2CF2A5	Sagemcom Broadband SAS
2CFB0F	Sagemcom Broadband SAS
2CFDA1	ASUSTek COMPUTER INC.
2CFDAB	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
2CFE4F	Xiaomi Communications Co Ltd
30075C	Netis Technology Co., Ltd.
3009C0	Motorola Mobility LLC, a Lenovo Company
301577	Zyxel Communications Corporation
30169D	Mercusys Technologies Co., Ltd.
301C22	Hewlett Packard Enterprise
302303	Belkin International Inc.
302478	Sagemcom Broadband SAS
303FBB	Hewlett Packard Enterprise
30469A	Netgear
304B07	Motorola Mobility LLC, a Lenovo Company
304D1F	Amazon Technologies Inc.
3050CE	Xiaomi Communications Co Ltd
305A3A	ASUSTek COMPUTER INC.
306023	Commscope
3067A1	Sagemcom Broadband SAS
306893	TP-Link Systems Inc.
3083D2	Motorola Mobility LLC, a Lenovo Company
3085A9	ASUSTek COMPUTER INC.
3087D9	Ruckus Wireless
3093BC	Sagemcom Broadband SAS
30B1B5	Arcadyan Corporation
30B49E	Tp-Link Technologies Co.,Ltd.
30B5C2	Tp-Link Technologies Co.,Ltd.
30BD13	Zyxel Communications Corporation
30C599	ASUSTek COMPUTER INC.
30DE4B	TP-Link Systems Inc
30E044	Google, Inc.
30F600	Sagemcom Broadband SAS
30F65D	Hewlett Packard Enterprise
30F856	Extreme Networks, Inc.
30FC68	Tp-Link Technologies Co.,Ltd.
30FD38	Google, Inc.
34029C	D-Link Corporation
340804	D-Link Corporation
340A33	D-Link International
341593	Ruckus Wireless
3417DD	Sercomm France Sarl
34194D	Arcadyan Corporation
341CF0	Xiaomi Communications Co Ltd
341FE4	Commscope
3420E3	Ruckus Wireless
3425BE	Amazon Technologies Inc.
342B70	Arris
342CC4	Compal Broadband Networks, Inc.
343916	Google, Inc.
343A20	Hewlett Packard Enterprise
34495B	Sagemcom Broadband SAS
3453D2	Sagemcom Broadband SAS
345D9E	Sagemcom Broadband SAS
3460F9	TP-Link Systems Inc
346B46	Sagemcom Broadband SAS
347A60	Commscope
347E5C	Sonos, Inc.
3480B3	Xiaomi Communications Co Ltd
348584	Extreme Networks, Inc.
348A12	Hewlett Packard Enterprise
348AAE	Sagemcom Broadband SAS
348F27	Ruckus Wireless
349672	Tp-Link Technologies Co.,Ltd.
3497F6	ASUSTek COMPUTER INC.
3498B5	Netgear
34AFB3	Amazon Technologies Inc.
34B98D	Xiaomi Communications Co Ltd
34BB26	Motorola Mobility LLC, a Lenovo Company
34C515	Hewlett Packard Enterprise
34C7E9	Google, Inc.
34CE00	XIAOMI Electronics,CO.,LTD
34D270	Amazon Technologies Inc.
34DB9C	Sagemcom Broadband SAS
34DDCC	Google, Inc.
34E894	Tp-Link Technologies Co.,Ltd.
34F015	Beijing Xiaomi Mobile Software Co., Ltd
34F716	Tp-Link Technologies Co.,Ltd.
34FA1C	Beijing Xiaomi Mobile Software Co., Ltd
34FA9F	Ruckus Wireless
34FCB9	Hewlett Packard Enterprise
3802DE	Sercomm Corporation.
3806E6	Arcadyan Corporation
3810F0	Hewlett Packard Enterprise
3817B1	Sagemcom Broadband SAS
3817C3	Hewlett Packard Enterprise
3821C7	Hewlett Packard Enterprise
382C4A	ASUSTek COMPUTER INC.
38327A	Routerboard.com
3835FB	Sagemcom Broadband SAS
38420B	Sonos, Inc.
38437D	Compal Broadband Networks, Inc.
38453B	Ruckus Wireless
384C90	Commscope
386BBB	Commscope
386FF4	Amazon Technologies Inc.
38700C	Commscope
3880DF	Motorola Mobility LLC, a Lenovo Company
388345	Tp-Link Technologies Co.,Ltd.
3886F7	Google, Inc.
388871	Askey Computer Corp
388B59	Google, Inc.
3894ED	Netgear
389E4C	Hewlett Packard Enterprise
38A4ED	Xiaomi Communications Co Ltd
38A659	Sagemcom Broadband SAS
38BD7A	Hewlett Packard Enterprise
38C0EA	Fortinet, Inc.
38C6BD	Xiaomi Communications Co Ltd
38D547	ASUSTek COMPUTER INC.
38E1F4	Sagemcom Broadband SAS
38E39F	Motorola Mobility LLC, a Lenovo Company
38E60A	Xiaomi Communications Co Ltd
38EC07	Motorola Mobility LLC, a Lenovo Company
38F18F	Technicolor (China) Technology Co., Ltd.
